¿ª½±ÈÕÆÚ,ÆÚºÅ,ÖÐ½±ºÅÂë,ÏúÊÛ¶î(Ôª),ÖÐ½±×¢ÊýÒ»µÈ½±,ÖÐ½±×¢Êý¶þµÈ½±
2014/3/27,2014033,05  13  23  28  32  33  12,403193612,17  (¾© ¼½ ÃÉ ËÕ..),303
2014/3/25,2014032,01  02  14  22  29  33  07,397424848,3  (Ïæ ÔÁ ¸Ê),94
2014/3/23,2014031,04  10  16  17  21  27  14,443595958,16  (¾© ¼½ ½ú ÃÉ..),368
2014/3/20,2014030,12  18  19  23  24  30  10,396594924,8  (¼½ ¼ª Õã ¶õ..),208
2014/3/18,2014029,02  07  14  16  21  29  14,396072528,8  (ÃÉ ºÚ »¦ ËÕ..),137
2014/3/16,2014028,06  16  21  27  30  32  05,435709368,8  (¾© ½ò ÃÉ ÁÉ..),72
2014/3/13,2014027,08  10  14  16  30  31  01,384105632,2  (Íî ÔÁ),75
2014/3/6,2014024,08  10  16  20  23  30  09,380942014,24  (¾© ¼½ ËÕ Õã..),288
2014/3/4,2014023,07  09  13  17  21  22  10,379325720,13  (¼½ ½ú ÃÉ ÁÉ..),178
2014/3/2,2014022,04  06  07  10  21  26  16,422477050,8  (¾© ÁÉ ËÕ Õã..),110
2014/2/27,2014021,08  10  15  17  22  29  12,376012996,9  (¼½ ÁÉ ºÚ ËÕ..),119
2014/2/25,2014020,09  14  17  23  24  25  15,369800298,4  (ÁÉ »¦ ¸Ó),118
2014/2/23,2014019,02  10  15  19  20  21  07,409381396,5  (ÃÉ ÁÉ ËÕ ¶õ..),95
2014/2/20,2014018,13  17  18  21  30  33  15,366787508,5  (Â³ Ô¥ ÉîÛÚ ÉÂ),51
2014/2/18,2014017,04  06  07  14  25  26  10,354286552,24  (¾© ¼½ ½ú ÁÉ..),218
2014/2/16,2014016,02  03  07  13  21  24  08,394728698,3  (ÁÉ ¸Ó Ïæ),106
2014/2/13,2014015,02  11  19  30  32  33  09,345827928,11  (½ò ËÕ Õã Ô¥..),101
2014/2/11,2014014,04  09  19  22  25  29  15,340281006,10  (¾© ºÚ Ãö Â³..),128
2014/2/9,2014013,05  09  13  15  17  21  13,447850102,12  (¾© ÃÉ »¦ ËÕ..),127
2014/1/28,2014012,01  08  11  19  21  24  08,364615256,6  (¾© ½ú »¦ Íî..),79
2014/1/26,2014011,09  10  13  14  21  32  02,400827700,7  (¾© ÁÉ »¦ ËÕ..),120
2014/1/23,2014010,05  07  08  20  31  33  11,359922428,2  (Â³ µá),207
2014/1/21,2014009,08  09  19  20  25  32  16,348408848,6  (½ò ÁÉ Õã Ãö..),229
2014/1/19,2014008,05  14  16  21  29  30  12,392135484,8  (ÃÉ ËÕ Íî Â³..),189
2014/1/16,2014007,08  10  12  14  18  28  14,346606050,13  (»¦ Õã Íî ¸Ó..),198
2014/1/9,2014004,01  04  19  22  24  25  15,373155800,5  (¾© Íî Â³ ÔÁ),113
2014/1/7,2014003,06  10  11  28  30  33  12,363993362,6  (ÃÉ ËÕ Ãö ´¨..),147
2014/1/5,2014002,04  21  23  31  32  33  04,408021124,6  (ÃÉ ºÚ ËÕ Íî..),105
2014/1/2,2014001,03  09  15  20  27  29  01,371341368,3  (½ú ºÚ ÐÂ),139
